folioviv,foliohog,numren,id_trabajo,tipoact,numprod,codigo,cosecha,aparce,nocos,vendio,uso_hog,uso_prod,deu_hog,deu_neg,pag_trab,uso_reg,uso_int,cicloagr,cantidad,cant_venta,vtapie,valor,preciokg,val_venta
0660085504,1,01,2,4,03,041,1,2, ,2,1,2,2,2,2,1,2,2,30, , ,1800,60, 
0660085504,1,01,2,4,04,035,1,2, ,2,1,2,2,2,2,1,2,1,3, , ,180,60, 
0660085504,1,01,2,4,05,146,1,2, ,2,2,2,1,2,2,2,2,2,9900, , ,49500,5, 
0660085504,1,01,2,4,06,194,2,2,6, , , , , , , , , , , , , , , 
0660085710,1,01,1,4,01,146,1,2, ,1,1,2,2,2,2,1,2,2,100000,99300, ,666000,6.67,661338
0660085710,1,01,1,4,02,174,1,2, ,1,1,1,2,2,2,1,2,1,40000,39200, ,80000,2,78400
0660085710,1,01,1,4,03,141,2,2,6, , , , , , , , , , , , , , , 
0660085710,1,01,1,4,04,194,1,2, ,1,2,2,2,2,2,2,2,2,80000,80000, ,70000,.88,70400
0660085710,1,01,1,5,01,268,0,2, ,1,2,2,2,2,2,2,2, ,25,15, ,250000,10000,160000
0660086207,1,01,1,4,01,140,2,2,2, , , , , , , , , , , , , , , 
0660086207,1,01,1,4,02,002,2,2,1, , , , , , , , , , , , , , , 
0660086207,1,01,1,4,03,194,2,2,2, , , , , , , , , , , , , , , 
0660086207,1,01,1,4,04,088,1,2, ,2,1,2,2,2,2,2,2,1,3, , ,270,6, 
0660086207,1,01,2,5,01,250,0,2, ,2,1,2,2,2,2,2,2, ,25, , ,5000,200, 
0660086207,1,01,2,5,02,262,0,2, ,2,2,2,2,2,2,2,2, ,8, , ,80,10, 
0660086207,1,01,2,5,03,263,0,2, ,2,1,2,2,2,2,2,2, ,4, , ,2800,200, 
0660086207,1,01,2,5,04,251,0,2, ,2,1,2,2,2,2,2,2, ,1, , ,200,200, 
0660086207,1,01,2,5,05,279,0,2, ,1,1,2,2,2,2,1,2, ,336,480, ,1680,5,2400
0660086210,1,02,2,4,01,043,2,2,1, , , , , , , , , , , , , , , 
0660086210,1,02,2,4,02,108,2,2,1, , , , , , , , , , , , , , , 
0660086210,1,02,2,4,03,146,2,2,1, , , , , , , , , , , , , , , 
0660086413,1,01,1,4,01,161,1,2, ,1,1,2,2,2,2,1,2,2,11448,11300, ,15900,25,282500
0660086620,1,01,1,5,01,268,0,2, ,2,2,2,2,2,2,2,2, ,11, , ,275000,25000, 
0660086620,1,01,1,5,02,240,0,2, ,1,2,2,2,2,2,2,2, ,11,2, ,110000,10000,20000
0660086620,1,01,1,5,03,267,0,2, ,2,2,2,2,2,2,2,2, ,1, , ,25000,25000, 
0660086620,1,01,1,5,04,284,0,2, ,2,2,2,2,2,2,2,2, ,198, , ,1980,10, 
0660089016,1,01,1,4,01,133,1,2, ,1,1,2,2,2,2,2,2,2,63000,63000, ,315015,5,315015
0660089016,1,01,1,4,02,056,1,2, ,1,2,2,2,2,2,2,2,2,15000,15000, ,60000,4,60000
0660089018,1,01,1,4,01,133,1,2, ,1,1,2,2,2,2,2,2,3,25200,25200, ,109116,4.33,109116
0660089813,1,01,1,4,01,108,2,2,1, , , , , , , , , , , , , , , 
0660089813,1,01,1,4,02,133,2,2,1, , , , , , , , , , , , , , , 
0660089813,1,01,1,4,03,167,2,2,1, , , , , , , , , , , , , , , 
0660089813,1,01,1,7,01,354,0,2, ,2,2,2,2,2,2,2,2, ,75, , ,4875,65, 
0660089813,1,01,1,7,02,347,0,2, ,2,2,2,2,2,2,2,2, ,150, , ,9000,60, 
0660089813,1,01,1,7,03,463,0,2, ,2,2,2,2,2,2,2,2, ,75, , ,4500,60, 
0660089815,1,01,1,4,01,187,1,2, ,1,2,2,2,2,2,2,2,3,12000,14000, ,24000,8,112000
0660090006,1,01,1,4,01,141,1,2, ,2,2,1,2,2,2,2,2,2,14000, , ,22400,1.6, 
0660090006,1,01,1,5,01,240,0,2, ,1,2,2,2,2,2,2,2, ,5,5, ,50000,10000,50000
0660090006,1,01,1,5,02,268,0,2, ,2,2,2,2,2,2,2,2, ,29, , ,783000,27000, 
0660090006,1,01,1,5,03,267,0,2, ,2,2,2,2,2,2,2,2, ,1, , ,27000,27000, 
0660090006,1,01,1,5,04,284,0,2, ,2,2,1,2,2,2,2,2, ,5472, , ,27360,5.47, 
0660090009,1,02,1,4,01,146,2,2,1, , , , , , , , , , , , , , , 
0660090009,1,02,1,4,02,133,2,2,1, , , , , , , , , , , , , , , 
0660090009,1,02,1,4,03,159,2,2,1, , , , , , , , , , , , , , , 
0660090009,1,02,1,4,04,002,2,2,1, , , , , , , , , , , , , , , 
0660090009,1,03,2,4,01,133,2,2,1, , , , , , , , , , , , , , , 
0660090009,1,03,2,4,02,159,2,2,1, , , , , , , , , , , , , , , 
0660090009,1,03,2,4,03,146,2,2,1, , , , , , , , , , , , , , , 
0660090311,1,01,1,4,01,133,2,2,1, , , , , , , , , , , , , , , 
0660090311,1,01,1,4,02,144,2,2,1, , , , , , , , , , , , , , , 
0660090311,1,01,1,4,03,159,2,2,1, , , , , , , , , , , , , , , 
0660090311,1,01,1,4,04,132,2,2,1, , , , , , , , , , , , , , , 
0660090311,1,01,1,4,05,108,2,2,1, , , , , , , , , , , , , , , 
0660090311,1,01,1,4,06,187,2,2,1, , , , , , , , , , , , , , , 
0660090311,1,01,1,4,07,161,2,2,1, , , , , , , , , , , , , , , 
0660090311,1,01,1,4,08,055,2,2,1, , , , , , , , , , , , , , , 
0660090311,1,01,1,4,09,218,2,2,1, , , , , , , , , , , , , , , 
0660090311,1,01,1,5,01,268,0,2, ,2,2,2,2,2,2,2,2, ,1, , ,25000,25000, 
0660090311,1,01,1,5,02,246,0,2, ,2,2,2,2,2,2,2,2, ,1, , ,1000,1000, 
0660090311,1,01,1,5,03,250,0,2, ,2,1,2,2,2,2,2,2, ,35, , ,3500,100, 
0660090311,1,01,1,5,04,251,0,2, ,2,2,2,2,2,2,2,2, ,2, , ,200,100, 
0660090311,1,01,1,5,05,263,0,2, ,2,2,2,2,2,2,2,2, ,12, , ,360,30, 
0660090311,1,01,1,5,06,284,0,2, ,2,1,1,2,2,2,1,2, ,1000, , ,11000,11, 
0660090311,1,01,1,5,07,279,0,2, ,2,1,2,2,2,2,2,2, ,1800, , ,5400,3, 
0660090311,1,01,1,5,08,240,0,2, ,2,2,2,2,2,2,2,2, ,1, , ,3000,3000, 
0660090311,1,01,1,5,09,244,0,2, ,1,1,2,2,2,2,2,2, ,9,1, ,24300,2700,2700
0660090311,1,01,2,7,01,449,0,2, ,2,2,2,2,2,2,2,2, ,70, , ,1400,20, 
0660090311,1,01,2,7,02,354,0,2, ,2,2,2,2,2,2,2,2, ,60, , ,1500,25, 
0660090311,1,01,2,7,03,340,0,2, ,2,2,2,2,2,2,2,2, ,35, , ,875,25, 
0660090311,1,01,2,7,04,443,0,2, ,2,2,2,2,2,2,2,2, ,25, , ,625,25, 
0660090516,1,01,1,4,01,140,2,2,1, , , , , , , , , , , , , , , 
0660090516,1,01,1,4,02,088,1,2, ,2,1,2,2,2,2,2,2,2,108, , ,540,5, 
0660090516,1,01,1,4,03,194,2,2,2, , , , , , , , , , , , , , , 
0660090802,1,02,1,4,01,133,2,2,1, , , , , , , , , , , , , , , 
0660090802,1,02,1,4,02,187,2,2,1, , , , , , , , , , , , , , , 
0660090802,1,02,1,4,03,161,2,2,1, , , , , , , , , , , , , , , 
0660090802,1,02,1,4,04,108,2,2,1, , , , , , , , , , , , , , , 
0660090802,1,02,1,4,05,158,2,2,1, , , , , , , , , , , , , , , 
0660090802,1,02,1,4,06,111,2,2,1, , , , , , , , , , , , , , , 
0660090802,1,02,1,4,07,184,2,2,1, , , , , , , , , , , , , , , 
0660090802,1,02,1,4,08,055,2,2,1, , , , , , , , , , , , , , , 
0660090802,1,02,1,7,01,347,0,2, ,2,2,2,2,2,2,2,2, ,1000, , ,15000,30, 
0660090802,1,02,1,7,02,449,0,2, ,2,2,2,2,2,2,2,2, ,800, , ,12000,30, 
0660090802,1,02,1,7,03,354,0,2, ,2,2,2,2,2,2,2,2, ,250, , ,3750,30, 
0660090803,1,01,1,4,01,140,1,2, ,1,2,1,2,2,2,2,2,1,2500,1500, ,15000,8,12000
0660090803,1,01,1,4,02,088,1,2, ,2,1,2,2,2,2,2,2,1,300, , ,600,4.5, 
0660090803,1,01,1,4,03,194,1,2, ,1,2,2,2,2,2,2,2,1,1000,1000, ,700,5.5,4000
0660090803,1,02,1,5,01,251,0,2, ,2,2,2,2,2,2,2,2, ,7, , ,700,100, 
0660090803,1,02,1,5,02,250,0,2, ,1,2,2,2,2,2,2,2, ,74,34, ,4000,100,3400
0660090803,1,02,1,5,03,263,0,2, ,1,1,2,2,2,2,2,2, ,135,15, ,3000,100,1500
0660090803,1,02,1,5,04,279,0,2, ,1,1,2,2,2,2,2,2, ,300,956, ,12000,40,38260
0660091211,1,01,1,4,01,141,1,2, ,2,2,1,2,2,2,2,2,1,2000, , ,12000,6, 
0660091211,1,01,1,4,02,140,1,2, ,2,1,1,2,2,2,2,2,1,2000, , ,12000,600, 
0660091211,1,01,1,4,03,088,1,2, ,2,1,1,2,2,2,2,2,1,1000, , ,2500,250, 
0660091211,1,01,1,4,04,194,1,2, ,2,2,1,2,2,2,2,2,1,7000, , ,35000,194, 
0660091211,1,01,1,5,01,268,0,2, ,1,2,2,2,2,2,2,2, ,11,1, ,132000,12000,12000
0660091211,1,01,1,5,02,240,0,2, ,2,2,2,2,2,2,2,2, ,10, , ,80000,8000, 
0660091211,1,01,1,5,03,257,0,2, ,2,2,2,2,2,2,2,2, ,1, , ,10000,10000, 
0660091211,1,01,1,5,04,242,0,2, ,2,2,2,2,2,2,2,2, ,1, , ,500,500, 
0660091211,1,01,2,7,01,464,0,2, ,2,2,2,2,2,2,2,2, ,500, , ,10000,20, 
0660091211,1,01,2,7,02,473,0,2, ,2,2,2,2,2,2,2,2, ,200, , ,3000,15, 
0660091211,1,01,2,7,03,354,0,2, ,2,2,2,2,2,2,2,2, ,80, , ,1200,15, 
0660091211,1,01,2,7,04,457,0,1, ,2,2,2,2,2,2,2,2, ,150, , ,7500,50, 
0660091211,1,01,2,7,05,347,0,2, ,2,2,2,2,2,2,2,2, ,150, , ,5250,35, 
0660091211,1,01,2,7,06,439,0,2, ,2,2,2,2,2,2,2,2, ,40, , ,1200,30, 
0660091211,1,01,2,7,07,428,0,2, ,2,2,2,2,2,2,2,2, ,100, , ,3000,30, 
0660091211,1,01,2,7,08,449,0,2, ,2,2,2,2,2,2,2,2, ,24, , ,840,35, 
0660091419,1,04,1,4,01,139,2,2,1, , , , , , , , , , , , , , , 
0660091420,1,01,1,4,01,141,1,2, ,2,2,1,2,2,2,2,2,2,29000, , ,46400,1.6, 
0660091420,1,01,1,5,01,240,0,2, ,1,2,2,2,2,2,2,2, ,25,25, ,193000,7720,193000
0660091420,1,01,1,5,02,268,0,2, ,2,2,2,2,2,2,2,2, ,48, , ,1680000,35000, 
0660091420,1,01,1,5,03,267,0,2, ,2,2,2,2,2,2,2,2, ,1, , ,60000,60000, 
0660091420,1,01,1,5,04,284,0,2, ,2,2,1,2,2,2,2,2, ,12000, , ,84000,7, 
0660091701,1,01,1,4,01,140,1,2, ,2,1,2,2,2,2,2,2,1,2000, , ,12000,6, 
0660091701,1,01,1,4,02,088,1,2, ,2,1,2,2,2,2,1,2,1,350, , ,5250,15, 
0660091701,1,01,1,4,03,194,1,2, ,2,2,2,2,2,2,2,1,1,1000, , ,2000,2, 
0660091703,1,01,1,4,01,140,2,2,1, , , , , , , , , , , , , , , 
0660091703,1,01,1,4,02,088,1,2, ,2,1,2,2,2,2,1,2,1,140, , ,1500,4, 
0660091703,1,01,1,4,03,194,1,2, ,1,2,2,2,2,2,2,2,1,15000,15000, ,15000,2,15000
0660091907,1,01,2,4,01,141,1,2, ,2,2,2,2,2,2,2,2,2,2000, , ,18000,9, 
0660091907,1,01,2,4,02,080,1,2, ,2,1,2,2,2,2,2,2,2,16, , ,480,30, 
0660091907,1,01,2,4,03,194,1,2, ,2,2,2,2,2,2,2,2,2,1000, , ,5000,5, 
0660091907,1,01,2,4,04,133,2,2,1, , , , , , , , , , , , , , , 
0660091908,1,01,1,4,01,141,1,2, ,1,2,1,2,2,2,1,2,3,8000,800, ,72000,9,9600
0660091908,1,01,1,4,02,080,1,2, ,2,1,2,2,2,2,2,2,2,120, , ,1600,50, 
0660091908,1,01,1,4,03,194,1,2, ,2,2,1,2,2,2,2,2,3,12000, , ,60000,5, 
0660091908,1,01,1,4,04,098,1,2, ,1,1,1,2,2,2,2,2,1,600,500, ,30000,50,25000
0660091908,1,01,1,5,01,268,0,2, ,1,2,2,2,2,2,2,2, ,18,2, ,216000,12000,20000
0660091908,1,01,1,5,02,240,0,2, ,2,2,2,2,2,2,2,2, ,11, , ,77000,7000, 
0660091908,1,01,1,5,03,269,0,2, ,2,2,2,2,2,2,2,2, ,10, , ,100000,10000, 
0660091908,1,01,1,5,04,267,0,2, ,2,2,2,2,2,2,2,2, ,2, , ,50000,25000, 
0660091908,1,01,1,5,05,284,0,2, ,2,1,2,2,2,2,2,2, ,40, , ,400,10, 
0660091908,1,01,2,4,01,022,2,2,1, , , , , , , , , , , , , , , 
0660091908,1,01,2,4,02,161,2,2,1, , , , , , , , , , , , , , , 
0660091908,1,01,2,7,01,449,0,2, ,2,2,2,2,2,2,2,2, ,100, , ,6000,60, 
0660091908,1,01,2,7,02,347,0,2, ,2,2,2,2,2,2,2,2, ,100, , ,6000,60, 
0660091908,1,01,2,7,03,473,0,2, ,2,2,2,2,2,2,2,2, ,400, , ,24000,60, 
0660091908,1,01,2,7,04,344,0,2, ,2,2,2,2,2,2,2,2, ,100, , ,6000,60, 
0660091909,1,02,1,5,01,250,0,2, ,2,2,2,2,2,2,2,2, ,10, , ,1500,150, 
0660091909,1,02,1,5,02,251,0,2, ,2,2,2,2,2,2,2,2, ,1, , ,150,150, 
0660091909,1,02,1,5,03,279,0,2, ,2,1,2,2,2,2,2,2, ,8, , ,400,50, 
0660091910,1,02,1,5,01,250,0,2, ,2,2,2,2,2,2,1,2, ,25, , ,2500,100, 
0660091910,1,02,1,5,02,251,0,2, ,2,2,2,2,2,2,2,2, ,1, , ,150,150, 
0660091910,1,02,1,5,03,263,0,2, ,2,1,2,2,2,2,2,2, ,11, , ,1100,100, 
0660091910,1,02,1,5,04,279,0,2, ,2,1,2,2,2,2,2,2, ,40, , ,1600,40, 
0660095316,1,01,1,4,01,111,2,2,1, , , , , , , , , , , , , , , 
0660095316,1,01,1,4,02,203,2,2,1, , , , , , , , , , , , , , , 
0660095316,1,01,1,4,03,146,2,2,1, , , , , , , , , , , , , , , 
0660095316,1,01,1,4,04,003,2,2,1, , , , , , , , , , , , , , , 
0660095316,1,01,1,4,05,133,2,2,1, , , , , , , , , , , , , , , 
0660095316,1,01,1,7,01,473,0,2, ,2,2,2,2,2,2,2,2, ,1400, , ,56000,40, 
0660095316,1,01,1,7,02,449,0,2, ,2,2,2,2,2,2,2,2, ,500, , ,12000,24, 
0660095317,1,01,1,4,01,140,2,2,1, , , , , , , , , , , , , , , 
0660095317,1,01,1,5,01,250,0,2, ,2,2,2,2,2,2,2,2, ,5, , ,500,100, 
0660095317,1,01,1,5,02,263,0,2, ,2,2,2,2,2,2,2,2, ,15, , ,1200,80, 
0660095317,1,01,1,5,03,251,0,2, ,2,2,2,2,2,2,2,2, ,3, , ,300,100, 
0660095601,1,01,1,4,01,140,2,2,3, , , , , , , , , , , , , , , 
0660095601,1,01,1,4,02,194,2,2,7, , , , , , , , , , , ,2000, , , 
0660095602,1,01,1,4,01,140,2,2,3, , , , , , , , , , , , , , , 
0660095602,1,01,1,4,02,194,2,2,7, , , , , , , , , , , ,3000, , , 
0660095602,1,01,1,4,03,040,1,2, ,2,1,2,2,2,2,2,2,2,100, , ,500,50, 
0660095602,1,01,1,4,04,174,1,2, ,2,1,2,2,2,2,2,2,2,8, , ,200,8, 
0660095602,1,01,1,4,05,044,2,2,3, , , , , , , , , , , , , , , 
0660095602,1,01,1,5,01,250,0,2, ,2,1,2,2,2,2,2,2, ,30, , ,3300,110, 
0660095602,1,01,1,5,02,251,0,2, ,2,1,2,2,2,2,2,2, ,20, , ,2200,110, 
0660095602,1,01,1,5,03,279,0,2, ,2,1,2,2,2,2,2,2, ,154, , ,8624,56, 
0660095603,1,05,1,5,01,250,0,2, ,2,2,2,2,2,2,2,2, ,6, , ,600,100, 
0660095603,1,05,1,5,02,251,0,2, ,2,2,2,2,2,2,2,2, ,1, , ,100,100, 
0660095603,1,05,1,5,03,262,0,2, ,2,2,2,2,2,2,2,2, ,16, , ,160,10, 
0660095806,1,01,1,4,01,140,2,2,1, , , , , , , , , , , , , , , 
0660095806,1,01,1,4,02,084,2,2,1, , , , , , , , , , , , , , , 
0660095806,1,01,1,4,03,194,2,2,1, , , , , , , , , , , , , , , 
0660095807,1,01,1,5,01,251,0,2, ,2,2,2,2,2,2,2,2, ,3, , ,300,100, 
0660095807,1,01,1,5,02,250,0,2, ,1,1,2,2,1,2,2,2, ,27,5, ,2700,100,500
0660095807,1,01,1,5,03,263,0,2, ,2,2,2,2,2,2,1,2, ,15, , ,225,15, 
0660095807,1,01,1,5,04,279,0,2, ,2,1,2,2,2,2,1,2, ,20, , ,800,40, 
0660095808,1,02,1,4,01,140,1,2, ,2,1,1,2,2,2,1,2,3,500, , ,5000,15, 
0660095808,1,02,1,4,02,088,1,2, ,2,1,2,2,2,2,2,2,3,50, , ,750,5, 
0660095808,1,02,1,4,03,194,2,2,6, , , , , , , , , , , , , , , 
0660095808,1,02,1,5,01,251,0,2, ,2,2,1,2,2,2,2,2, ,1, , ,200,300, 
0660095808,1,02,1,5,02,250,0,2, ,2,1,2,2,2,2,2,2, ,35, , ,3500,150, 
0660095808,1,02,1,5,03,262,0,2, ,2,2,2,2,2,2,2,2, ,35, , ,3500,15, 
0660095808,1,02,1,5,04,279,0,2, ,2,1,2,2,2,2,2,2, ,4080, , ,12240,500, 
0660095810,1,01,1,4,01,140,2,2,1, , , , , , , , , , , , , , , 
0660095810,1,01,1,4,02,088,2,2,1, , , , , , , , , , , , , , , 
0660095810,1,01,1,4,03,194,2,2,2, , , , , , , , , , , , , , , 
0660096220,1,01,2,4,01,140,1,2, ,2,1,1,2,2,2,1,2,3,2000, , ,10000,5, 
0660096220,1,01,2,4,02,088,1,2, ,2,1,2,2,2,2,1,2,1,100, , ,900,9, 
0660096220,1,01,2,4,03,194,2,2,6, , , , , , , , , , , , , , , 
0660096220,1,01,2,4,04,040,1,2, ,2,1,2,2,2,2,1,2,1,200, , ,1000,5, 
0660096220,1,01,2,5,01,250,0,2, ,2,1,2,2,2,2,2,2, ,13, , ,1300,100, 
0660096220,1,01,2,5,02,251,0,2, ,2,2,2,2,2,2,2,2, ,3, , ,300,100, 
0660096220,1,01,2,5,03,263,0,2, ,2,2,2,2,2,2,2,2, ,9, , ,450,50, 
0660096220,1,01,2,5,04,279,0,2, ,2,1,2,2,2,2,1,2, ,72, , ,2880,40, 
0660096501,1,01,2,7,01,463,0,2, ,2,2,2,2,2,2,2,2, ,600, , ,30000,50, 
0660096501,1,01,2,7,02,473,0,2, ,2,2,2,2,2,2,2,2, ,300, , ,15000,50, 
0660096501,1,01,2,7,03,449,0,2, ,2,2,2,2,2,2,2,2, ,200, , ,10000,50, 
0660096503,1,01,1,4,01,140,1,2, ,2,1,2,2,2,2,2,2,1,500, , ,5000,10, 
0660096503,1,01,1,4,02,088,1,2, ,2,1,2,2,2,2,2,2,1,32, , ,400,12.5, 
0660096503,1,01,1,4,03,194,1,2, ,2,2,1,2,2,2,2,2,1,7000, , ,7000,7, 
0660096503,1,01,1,4,04,108,2,2,1, , , , , , , , , , , , , , , 
0660096503,1,01,1,4,05,172,2,2,1, , , , , , , , , , , , , , , 
0660096503,1,01,1,5,01,268,0,2, ,2,2,2,2,2,2,2,2, ,3, , ,36000,12000, 
0660096503,1,01,1,5,02,240,0,2, ,1,2,2,2,2,2,2,2, ,4,1, ,40000,10000,10000
0660096503,1,01,1,5,03,251,0,2, ,2,2,2,2,2,2,2,2, ,4, , ,2000,500, 
0660096503,1,01,1,5,04,250,0,2, ,2,2,2,2,2,2,2,2, ,20, , ,1500,75, 
0660096503,1,01,1,5,05,263,0,2, ,2,1,2,2,2,2,2,2, ,11, , ,770,70, 
0660096503,1,01,1,5,06,280,0,2, ,2,1,2,2,2,2,1,2, ,489, , ,16626,34, 
0660096504,1,03,1,4,01,140,1,2, ,2,1,2,2,2,2,2,2,1,2000, , ,20000,10, 
0660096504,1,03,1,4,02,088,1,2, ,2,1,2,2,2,2,2,2,1,60, , ,600,10, 
0660096504,1,03,1,4,03,194,1,2, ,2,2,1,2,2,2,2,2,1,2000, , ,10000,5, 
0660096504,1,03,1,5,01,268,0,2, ,1,2,2,2,2,2,2,2, ,5,1, ,60000,12000,12000
0660096504,1,03,1,5,02,240,0,2, ,2,2,2,2,2,2,2,2, ,6, , ,60000,10000, 
0660096505,1,01,1,4,01,140,1,2, ,2,1,2,2,2,2,2,2,1,1000, , ,10000,10, 
0660096505,1,01,1,4,02,088,1,2, ,2,1,2,2,2,2,2,2,1,60, , ,800,13.33, 
0660096505,1,01,1,4,03,194,1,2, ,2,2,2,2,2,2,1,2,1,1000, , ,4000,4, 
0660096707,1,01,1,4,01,140,2,2,1, , , , , , , , , , , , , , , 
0660096707,1,01,2,4,01,108,2,2,1, , , , , , , , , , , , , , , 
0660096707,1,01,2,4,02,161,2,2,1, , , , , , , , , , , , , , , 
0660096707,1,01,2,4,03,106,2,2,1, , , , , , , , , , , , , , , 
0660096707,1,01,2,4,04,055,2,2,1, , , , , , , , , , , , , , , 
0660096707,1,01,2,4,05,139,2,2,1, , , , , , , , , , , , , , , 
0660096707,1,01,2,4,06,229,2,2,1, , , , , , , , , , , , , , , 
0660096707,1,01,2,4,07,107,2,2,1, , , , , , , , , , , , , , , 
0660096707,1,01,2,7,01,449,0,2, ,2,2,2,2,2,2,2,2, ,250, , ,2500,10, 
0660096707,1,01,2,7,02,347,0,2, ,2,2,2,2,2,2,2,2, ,30, , ,300,10, 
0660096707,1,01,2,7,03,344,0,2, ,2,2,2,2,2,2,2,2, ,3, , ,30,10, 
0660096707,1,01,2,7,04,463,0,2, ,2,2,2,2,2,2,2,2, ,1200, , ,14400,12, 
0660096707,1,01,2,7,05,419,0,2, ,2,2,2,2,2,2,2,2, ,4, , ,40,10, 
0660096707,1,01,2,7,06,473,0,2, ,2,2,2,2,2,2,2,2, ,130, , ,1300,10, 
0660096707,1,01,2,7,07,341,0,2, ,2,2,2,2,2,2,2,2, ,30, , ,360,15, 
0660096709,1,01,1,4,01,140,2,2,1, , , , , , , , , , , , , , , 
0660096709,1,01,2,4,01,229,2,2,1, , , , , , , , , , , , , , , 
0660096709,1,01,2,4,02,004,2,2,1, , , , , , , , , , , , , , , 
0660096709,1,01,2,4,03,106,2,2,1, , , , , , , , , , , , , , , 
0660096709,1,01,2,4,04,055,2,2,1, , , , , , , , , , , , , , , 
0660096709,1,01,2,4,05,002,2,2,1, , , , , , , , , , , , , , , 
0660096709,1,01,2,7,01,449,0,2, ,2,2,2,2,2,2,2,2, ,308, , ,3080,10, 
0660096709,1,01,2,7,02,347,0,2, ,2,2,2,2,2,2,2,2, ,200, , ,2000,10, 
0660096709,1,01,2,7,03,463,0,2, ,2,2,2,2,2,2,2,2, ,600, , ,7200,12, 
0660096709,1,01,2,7,04,355,0,2, ,2,2,2,2,2,2,2,2, ,24, , ,240,10, 
0660096709,1,01,2,7,05,473,0,2, ,2,2,2,2,2,2,2,2, ,303, , ,3030,10, 
0660096911,1,01,1,4,01,140,1,2, ,2,1,2,2,2,2,2,2,1,1000, , ,8000,8, 
0660096911,1,01,1,4,02,088,1,2, ,1,1,2,2,2,2,2,2,1,36,15, ,180,6,90
0660096911,1,01,1,4,03,194,1,2, ,2,2,1,2,2,2,2,2,1,300, , ,2100,7, 
0660096911,1,01,1,5,01,268,0,2, ,2,2,2,2,2,2,2,2, ,1, , ,12000,12000, 
0660096911,1,01,1,5,02,269,0,2, ,2,2,2,2,2,2,2,2, ,1, , ,10000,10000, 
0660096912,1,01,1,4,01,140,1,2, ,1,1,2,2,2,2,2,2,1,4000,3000, ,28000,7,21000
0660096912,1,01,1,4,02,194,1,2, ,2,2,2,2,2,2,1,2,1,1800, , ,10800,6, 
0660096912,1,01,2,4,01,107,2,2,1, , , , , , , , , , , , , , , 
0660096912,1,01,2,4,02,187,2,2,1, , , , , , , , , , , , , , , 
0660096912,1,01,2,4,03,112,2,2,1, , , , , , , , , , , , , , , 
0660096912,1,01,2,4,04,055,2,2,1, , , , , , , , , , , , , , , 
0660096912,1,01,2,4,05,003,2,2,1, , , , , , , , , , , , , , , 
0660096912,1,01,2,4,06,133,2,2,1, , , , , , , , , , , , , , , 
0660096912,1,01,2,4,07,007,2,2,1, , , , , , , , , , , , , , , 
0660096912,1,01,2,4,08,165,2,2,1, , , , , , , , , , , , , , , 
0660096912,1,01,2,4,09,117,2,2,1, , , , , , , , , , , , , , , 
0660096912,1,01,2,7,01,354,0,2, ,2,2,2,2,2,2,2,2, ,350, , ,17500,50, 
0660096912,1,01,2,7,02,473,0,2, ,2,2,2,2,2,2,2,2, ,900, , ,45000,50, 
0660096915,1,01,1,4,01,140,1,2, ,2,1,1,2,2,2,2,2,1,3000, , ,24000,8, 
0660096915,1,01,1,4,02,088,1,2, ,2,1,2,2,2,2,2,2,1,80, , ,480,6, 
0660096915,1,01,1,4,03,197,1,2, ,2,2,1,2,2,2,2,2,1,300, , ,2100,7, 
0660096915,1,01,1,5,01,268,0,2, ,1,2,2,2,2,2,2,2, ,8,1, ,104000,13000,12000
0660096915,1,01,1,5,02,269,0,2, ,2,2,2,2,2,2,2,2, ,4, , ,120000,30000, 
0660096915,1,01,1,5,03,240,0,2, ,2,2,2,2,2,2,2,2, ,3, , ,15000,5000, 
0660096915,1,02,1,5,01,250,0,2, ,2,2,2,2,2,2,2,1, ,15, , ,1875,125, 
0660096915,1,02,1,5,02,251,0,2, ,2,2,2,2,2,2,2,2, ,3, , ,375,125, 
0660096915,1,02,1,5,03,263,0,1, ,2,1,2,2,2,2,2,2, ,10, , ,500,50, 
0660096915,1,02,1,5,04,279,0,2, ,2,1,2,2,2,2,1,2, ,82, , ,4095,3, 
0660104410,1,01,2,4,01,167,1,2, ,1,2,2,2,2,2,1,2,3,1115,1015, ,111500,100,101500
0660104410,1,01,2,4,02,140,2,2,2, , , , , , , , , , , , , , , 
0660104821,1,06,2,4,01,133,1,2, ,1,1,2,2,2,2,2,2,2,1363,1350, ,6815,7,9450
0660104821,1,06,2,4,02,056,1,2, ,2,1,2,2,2,2,2,2,3,33, , ,247,7.5, 
0660104821,1,06,2,4,03,112,1,2, ,2,1,2,2,2,2,2,2,2,5, , ,100,20, 
0660104821,1,06,2,4,04,108,1,2, ,2,1,2,2,2,2,2,2,2,27, , ,621,23, 
0660104821,1,06,2,4,05,158,1,2, ,2,1,2,2,2,2,2,2,3,15, , ,300,20, 
0660104821,1,06,2,4,06,055,1,2, ,2,1,2,2,2,2,2,2,2,20, , ,400,20, 
0660104821,1,06,2,4,07,146,1,2, ,2,1,2,2,2,2,2,2,2,135, , ,2970,22, 
0660107408,1,01,1,4,01,133,1,2, ,1,1,2,2,2,2,2,2,2,21060,21008, ,148262,7.04,147896
0660111204,1,01,1,4,01,133,1,2, ,1,1,2,2,2,2,1,2,3,440000,440000, ,900000,5,900000
0660111613,1,01,1,4,01,140,2,2,6, , , , , , , , , , , , , , , 
